author,text,likes,time,replies
@asagiai4965,"I know you work at Google and need to filter candidates thoroughly. 
But I think you make it quite difficult for his level or the position he is getting into.
Though technically, he should have asked more questions.
In My Opinion. The most optimal solution here is using the Correct Data Structure (assuming in Python).
He technically doesn't need two DS to store keys and values",0,2024-11-07 23:18:46,0
@abhaykolli191,Doesn't popping from a set in python already give you a random element ?,0,2024-11-07 23:18:46,0
@tylermurphy2764,Friendship is real lol Love it!,0,2024-11-07 23:18:46,0
@nickandrievsky5705,He didn’t pass,1,2024-11-07 23:18:46,0
@RohitMenon6899,"set() doesn’t have iterator() attribute right so the way he gets the first value of the set in the remove function won’t work.
Correct me if I’m wrong",0,2024-11-07 23:18:46,0
@archigoyal7571,"That auto capitalisation was soooo irritating, I faced the same issue",0,2024-11-07 23:18:46,0
@suri4Musiq,Loved the vibe!,0,2024-11-07 23:18:46,0
@haixuanguo8671,I really like how FryPan approached the question and talked aloud his thought process. But it’s a little bit distracting that he made odd facial expressions and acted out over Auto Capitalization in Google Doc.,0,2024-11-07 23:18:46,0
@broggully,"finally watching something more realistic than the stuff ive been seeing, makes me feel a lot better and dont know why i keep watching those competitive coding guys",0,2024-11-07 23:18:46,0
@dailymisery1688,"self.map.values()[random.choice(range(0, len(self.map)))]",0,2024-11-07 23:18:46,0
@Wizard101duncan,"Could someone please explain why set add and delete are O(1)? Dont you first need to find the element in the set, which could take O(n) if the element is in the last position?",4,2024-11-07 23:18:46,0
@nintendolover82,"Lol funny you mentioned he had his Bloomberg on-site, this is the second most popular tagged Bloomberg Q on leetcode … I know because I’m studying for it too lmao",0,2024-11-07 23:18:46,0
@alexrahgozar4778,who would want to work with this guy,1,2024-11-07 23:18:46,0
@tung-hsinliu861,This is in fact Leetcode Problem 380. Insert Delete GetRandom O(1) if anyone is interested,1,2024-11-07 23:18:46,0
@aghileslounis,guys you need to understand that this is for divertisment only and not the reality AT ALL,0,2024-11-07 23:18:46,0
@michaelroditis1952,Inserting a number then removing it 2 times doesn't work,0,2024-11-07 23:18:46,0
@Klayhamn,"1. you gave him half of the answer before he even attempted to solve it
2. you asked him to make it efficient before even asking him how efficient everything is at it is -- thereby again providing him the ""answer"" that it is inefficient rather than letting him make that observation

overall doesn't seem representative of a proper interview at all",0,2024-11-07 23:18:46,0
@Haxor6666,"I would just use the a random number between 0 an len of the set, and get by index, isn’t this simpler?",0,2024-11-07 23:18:46,0
@abgvedr,"- I dont like coding in spreadsheets
- Okay opens Excel",0,2024-11-07 23:18:46,0
@Ayushnachore,"thank you for this interview and guidance, now they are forcing me to be the CEO of Alphabet.",1,2024-11-07 23:18:46,0
@performa1,I get this was just for fun but nobodys hiring someone dropping multiple f-bombs and making slick comments to the interviewer. Great coding though learned alot there,0,2024-11-07 23:18:46,0
@aurumen4706,Are the questions really this easy?,0,2024-11-07 23:18:46,0
@shravancheekati9045,How this dude even get into meta?,10,2024-11-07 23:18:46,0
@JT-mr3db,It’s easy when watching it from your armchair to think it’s easy. When you’re in the hot seat though it’s a different ball game.,0,2024-11-07 23:18:47,0
@benh918,"@NeetCode, are you using Python at Google? I am currently being forced to learn JAVA.",1,2024-11-07 23:18:47,0
@user-ot4zl1ii2z,"Can I ask if it is possible to use Built-in functions from the built-in datatructures in coding interviews,   as what he used map.add() and map.remove() in the first problem? I thought it is required to create your own efficient functions except the Random Functions.",6,2024-11-07 23:18:47,0
@hypedz1495,Why are all of them in Python?,0,2024-11-07 23:18:47,0
@MrSwac31,"hmm, in the final version it looks to me that all the values whose index are above the deleted value will have invalid index in the map no ?",1,2024-11-07 23:18:47,0
@Chris-n3h8p,"Recent Tik Tok Interview.  Entry-level front-end engineer role. Interview questions: ""Create an algorithm for reducing the bandwidth usage for a new tik tok drone delivery service by lowering the data packet size from 300 bytes to 100 bytes."" Multiple-choice question: ""What is the best algorithm to use for messages to be split into multiple packets to avoid fragmentation.""  Last Question: ""Create an algorithm that will optimize a delivery service that reduces loads."" Are you fucking joking? this is for an entry level position. I could only use type script. Is this normal?",0,2024-11-07 23:18:47,0
@codysing8291,HE DOESNT TALK LIKE THAT IN REAL INTERVIEWS !!!,1,2024-11-07 23:18:47,0
@eyoggtv9157,Where is the interview of NeetCode?,0,2024-11-07 23:18:47,0
@McScraych,"Me - working in IT for 14 years.
My level - Meta intern.",0,2024-11-07 23:18:47,0
@demonking1101,"for the first question, in c++ std::vector, the push operation will be at average O(1), pop will be O(1) and rand function will also be O(1)... someone correct me",0,2024-11-07 23:18:47,0
@Allyourneedsmet,"fryingpan and pirateking could be mistaken for brothers, they look quite similar",1,2024-11-07 23:18:47,0
@Remirured,"the way that asian guy talked was very rude imo. thats why he asked him wether he talks like that in interviews. Even if google doc is bad and he doesnt like something, talking int terms like ""pisses me off"" or using strong words like ""fk"" is definitely a bad thing. I would have rejected him for his bad behaviour alone if there was another applicant close as good.",2,2024-11-07 23:18:47,0
@dipesh9765,"in getRandom function i could just find a random integer as a index  from range(0, len(self.map)) and return the  value at a particular index 
it will also bt O(1)",1,2024-11-07 23:18:47,0
@LUN-bo2fb,"Perhaps he will fail on behavior interview... he's disrespectful to the interviewer, which is a big bad sign.
Words come too quick from his mouth.",1,2024-11-07 23:18:47,0
@Khalid-fx9sm,This is brilliant,0,2024-11-07 23:18:47,0
@nhRenukunta,5:20 Tools > Preferecnces > Disable Auto-............,1,2024-11-07 23:18:47,0
@darnellarford2439,Who asks candidates to use Word to write code?,1,2024-11-07 23:18:47,0
@cedric1731,I think I would have tried to implement a binary tree. Inserting and getRandom could be reduced to O(log(n))...,1,2024-11-07 23:18:47,0
@MohamedRamadan94,"You provide lots of hints without the interviewee asking for them
For example you gave away the runtime order and the map erase
This gives weaker signal",0,2024-11-07 23:18:47,0
@bhavyaaggarwal7153,Isn’t it an easy question for an interview like Google?,0,2024-11-07 23:18:47,0
@jeffpeng1118,"Three minor details that didn't make sense to me:
1. why bother changing the last value of the array to be the value that will be deleted? It would popped anyways
2. don't need to use a set in the follow-up to keep the indexes, can still use an array, since we can just always get the last index in the array and  pop the last index. Although this doesn't make it any more efficient
3. in remove, need to check that the index array of the requested remove value is non-empty as well

But a very nice job of coming up with this optimal solution to solve the problem. Definitely deserves a hire decision, provided that the economy situation is good",1,2024-11-07 23:18:47,0
@akhiljithk7173,"I thought using cpp is best for competitive coding and for interviews. But i find it bit tough to remember the function and syntax and the strategies than how we do in python. So guys, what do you think continuing in cpp and master it is worth? Or just use python to done things? What do you prefer?",0,2024-11-07 23:18:47,0
@sharadgoyal9256,Couldn't he use set() in python instead of hashmap to avoid duplicate values?,1,2024-11-07 23:18:47,0
@AbhishekMakwana-p1v,are you kidding me this is so easy question i solved this in 4-5 minutes without looking at solution and i work for 60$ per month (Intern) in india i would probably never get a good job ....,0,2024-11-07 23:18:47,0
@joshuajones6374,"forgive me, very new to programming (also not cs). Could he not just use direct index from the list instead of using a dictionary? And use len(list) when choosing the random value",0,2024-11-07 23:18:47,0
@ricksanchez4736,"what does the interviewer expect from the question : ""... is it possible to get the get_random function a bit more efficient? "" ??",0,2024-11-07 23:18:47,0
@winwin2369,He had no clue he was using curse words . Seem so normal to him. I think that is what neetcode was implying when he asked if he conducts himself this way during an actual interviews.,4,2024-11-07 23:18:47,0
@mayuriswan,"why dont you just get a random value between 0 , set.size() and return set(RandomValue) , great video tho",0,2024-11-07 23:18:47,0
@johnbass6344,I kept yelling at him that he forgot to add the parameter self to the class methods,0,2024-11-07 23:18:47,0
@danialqaranjig8261,"are all the interview questions about the same level as this one ?
it's pretty easy , no ?",0,2024-11-07 23:18:47,0
@hustlersalgorithm4444,I think neetcode is nick white because your sounds do match,0,2024-11-07 23:18:48,0
@KapoorAri,"Can you just use a hashet? Doesn’t allow duplicates, O(1) removal and add and since it is in sorted you will not really know which element you are pulling from the set when you retrieve an element",1,2024-11-07 23:18:48,0
@lucascarman2578,"I know he's just messing around, but I wanted this to be a seemingly real interview and he was being really obnoxious.",1,2024-11-07 23:18:48,0
@VALLANCEGAMING,Is this a typical question in any dev interview or advanced,0,2024-11-07 23:18:48,0
@jaydavis6357,:( they are using inbuilt python methods in a real coding interview you are not able to use the inbuilt methods. but this is a python interview,0,2024-11-07 23:18:48,0
@Dyanosis,"You can make a random choice in O(1) by generating a random index between 0 and the length - 1 of the map (since trying to get the value at map[length] would be an error).

Nor sure why he's wasting time adding things to a set and a values array when you just need the set.",1,2024-11-07 23:18:48,0
@detroitpistonsplayoffs,return map[random() % mapSize];  Thats constant time,1,2024-11-07 23:18:48,0
@andso7068,"Lol, you just gotta love stack overflow",0,2024-11-07 23:18:48,0
@bhargavvarma7694,the  pirate king back . this is what i want.,0,2024-11-07 23:18:48,0
@brandonwlee2013,"What if for random, you just call random on len(dict) and then use that random integer returned to access the dictionary by key , where key is the index?",0,2024-11-07 23:18:48,0
@Mankind5490,I actually had to do my coding in a Google Doc for my Google coding interview,0,2024-11-07 23:18:48,0
@bhargavvijay5269,but while removing the index it become O(n) that can also be mode to constant time by swapping it with last index element and then removing it right??,0,2024-11-07 23:18:48,0
@eugenepark,This was my amazon new grad interview quesiton back in 2013,0,2024-11-07 23:18:48,0
@Omkar_Gadekar_09,But do they ask such simple questions in interview?,0,2024-11-07 23:18:48,0
@avtarchandra2407,@neetcode   at 4:48 he said stupid to google docs dont you think he is in great attitude!,1,2024-11-07 23:18:48,0
@scurgames,More please!,0,2024-11-07 23:18:48,0
@money_hyde,This is awesome,0,2024-11-07 23:18:48,0
@strykeregziadahmed9562,i crashed half of problem which really made my day but the other half i struggled with it,0,2024-11-07 23:18:48,0
@MLSCLUB-t2y,well is he trolling or doesn't he know how to calculate time complexity?,0,2024-11-07 23:18:48,0
@coderaven1895,"Hey @NeetCode if i already have a index where my value is stored consider map stores { value : index } , cant we just Del self.values[index] instead of swappinng will it be O(1) operation",0,2024-11-07 23:18:48,0
@olaf8566,"I am by no means a good programmer and this kid would 100% code circles around me at the moment, but god damn if I was interviewing in and he spoke the way he did in the interview I would immediately not recommend him for the position. I would not want to work with someone that talks like that lol",5,2024-11-07 23:18:48,0
@thoccky,"@17:15 Lmao, this  is me when interviewer gives me a hint",1,2024-11-07 23:18:48,0
@maheshwarang4000,I recently solved the same question from leetcode top 150,0,2024-11-07 23:18:48,0
@youngtraveler2799,Min: 33:18,0,2024-11-07 23:18:48,0
@B3Band,"During the time he was talking to himself, I completed the task in Java. I am a complete beginner.",0,2024-11-07 23:18:48,0
@mukithasan9684,I think if we use binary search for removing an item from the arry then it should be o(log(n)) right,0,2024-11-07 23:18:48,0
@algoevodevo,"Is there any difference between, x = 22 and y = [22], in terms of space complexity?",0,2024-11-07 23:18:48,0
@neverendingwinkleface6482,"Oh the Google interviewer, the most inclusive person lmao",0,2024-11-07 23:18:48,0
@anonymoussloth6687,Can you explain the follow up with allowing duplicates. I didn't understand that,1,2024-11-07 23:18:48,0
@nanthagopalj314,You are using built in function? all my time interviewer asked to program without inbuilt function unless there is no way. I am dumb founded...,0,2024-11-07 23:18:49,0
@eliteturtle6090,checking if value not in list is O(N),0,2024-11-07 23:18:49,0
@SpricesExist,Could you just use the set and get a random index in the range of the set instead,0,2024-11-07 23:18:49,0
@sinikaru,the debrief nodding. Noted,0,2024-11-07 23:18:49,0
@apoorvashastri3792,Doesn't pop remove and return a random element from a set in O(1)? So couldn't that just be used as well in the get_random? (Pop the value and then add it back in right after),0,2024-11-07 23:18:49,0
@SriSri-vm4nq,Hashmap! I would you an hasmap. And yes that works almost always.,0,2024-11-07 23:18:49,0
@antoni7555,Don’t think he will be that cocky in the real interview..,0,2024-11-07 23:18:49,0
@g0nt4,AT 39:55 He could just use pop() to remove the index from the map? that''s also 0(1),0,2024-11-07 23:18:49,0
@tommysharp,"my question is, how did he get the meta internship given his coding skills",2,2024-11-07 23:18:49,0
@feliksbekeshov7668,Hi NeetCode how can i get the mock - interview with you?,0,2024-11-07 23:18:49,0
@heratenny6713,"Interview: do you talk the same way ?
ADHD of FryingPan",0,2024-11-07 23:18:49,0
@harshdarji1122,Is this actually a google intern interview Q? I expected a much harder Q ngl,0,2024-11-07 23:18:49,0
@pwnweb5734,"i have solved like 1500 LC question (including this ofc)
not sure, m i ready for google yet :P.. neetcode can u help",1,2024-11-07 23:18:49,0
@xurshiddjurayev,don't you guys have better code editor?,0,2024-11-07 23:18:49,0
@BabuxN,"""is that how you talk?"" XD",2,2024-11-07 23:18:49,0
@harinalluri7784,why is he using java syntax in python?,0,2024-11-07 23:18:49,0
@mattheww1072,Didn't frying pan already get a job offer from meta? He said in his video that they gave him a return offer,0,2024-11-07 23:18:49,0
@nick2629,"8:03 This guy 
39:05 LMAOO",4,2024-11-07 23:18:49,0
@gotemlearning,lmaooo best tech YT collab of 2022,0,2024-11-07 23:18:49,0
@YichengRong,all i can say is this guy got personality～,0,2024-11-07 23:18:49,0
@xzoldik,this is very useful videos,0,2024-11-07 23:18:49,0
@ramrpanpalia9672,"Why do you even bring such people on your channel? That guy is so arrogant. I wanted to dislike the video but that would have affected you for his fault, hence, I avoided it.",2,2024-11-07 23:18:49,0
@morplul262,is this what google asks to interns?,0,2024-11-07 23:18:49,0
@StickAndPotato,I can't even survived javascript now.,0,2024-11-07 23:18:49,0
@ChannelYoJo,What is the citadel?,0,2024-11-07 23:18:49,0
@wuziq,"""nothing.  it was good."" lmao",1,2024-11-07 23:18:49,0
@_Deepak__Verma,why he is regularly watching on his right something is suspicious,0,2024-11-07 23:18:49,0
@Oladipupo_,"For the get_random function, why do you have to turn the set into a list first?, the choice method in random will return a random value in the set anyway.

Someone correct me if in wrong",1,2024-11-07 23:18:49,0
@jadencresser,Would he have all this attitude in a real interview?,1,2024-11-07 23:18:49,0
@yashnagda9363,This is hard.. I have to use all my brain power and now i want to go to sleep.,0,2024-11-07 23:18:49,0
@vociefromtop,sets first value will automaticlly be random or am i wrong?,0,2024-11-07 23:18:50,0
@Astar337,Am i the only one who thinks this is stressful? Maybe i need more practice.,1,2024-11-07 23:18:50,0
@adityag6022,Thank you sir,0,2024-11-07 23:18:50,0
@infinitygod5379,"honestly you sound like my friend, you know? now i wanna talk to that guy",0,2024-11-07 23:18:50,0
@incantus1,lets assume i know what im doing,1,2024-11-07 23:18:50,0
@AnnieBox,Oh no!! I thought it was you to show the face!!! This is a fishing cover pic! [○･｀Д´･ ○],0,2024-11-07 23:18:50,0
@5kr0dy16,"I would’ve stopped the interview the instant he started complaining. 0 f-s about what triggers people. It’s call life, not everything’s fair.",0,2024-11-07 23:18:50,0
@jamaisnunca,This is ultra easy too me but to juniors I think it is better than algo questions though,0,2024-11-07 23:18:50,0
@harmanbaidwan1713,"11:27

wait, this doesn't work tho? 

For the insert function, he needs to use the append() function to add an element in the list (that's how its done in python). 

He's using some sort of add() function to add the element in the lust which isn't even a real thing...

also  why is bro using // to write his comments when he's doing it in python",0,2024-11-07 23:18:50,0
@Avighna,I would use coordinate compression with a segment tree lmao,0,2024-11-07 23:18:50,0
@dj1984x,"Is the person being interviewed intentionally coming off as arrogant or is this perhaps his internet funny persona? Not sure but some things he says I feel like you wouldn't say ... like ""i. don't know why you use google docs it think it's stupid but ok"" lmaooo love the honesty tho but ya i'd never say that",1,2024-11-07 23:18:50,0
@j-rrivera8800,do you really need to explain bit by bit the program while doing it ? shit that is so much pressure a beginner to watch like me. I can't even  do that.,0,2024-11-07 23:18:50,0
@omarllama,"Bro is a little bit carcissistic, thinking he's the smartest guy in the room while strugling to delete with a swap. It would be a no hire from me.",1,2024-11-07 23:18:50,0
@wtcxdm,4:53 way too honest,1,2024-11-07 23:18:50,0
@abhicasm9237,so did he get the job in bloomberg?,0,2024-11-07 23:18:50,0
@criostasis,If he wouldve been like can I code this in Assembly  wouldve been epic,0,2024-11-07 23:18:50,0
@lawniczakjohn,All my homies hate Citadel; criminal organization.,1,2024-11-07 23:18:50,0
@zhuhw,"""Google Coding Interview with a Meta Intern""
Ask him DP question!",0,2024-11-07 23:18:50,0
@kgstories405,"You didn’t import random, so u would have failed",0,2024-11-07 23:18:50,0
@ishdemon_,His whole game is throw hashmap at the problem & the interviewer..wonder how neetcode dodged those,0,2024-11-07 23:18:50,0
@pseudounknow5559,Can yo udo more of this please,0,2024-11-07 23:18:50,0
@carlosduque5174,Two of my biggest heroes in a single video. This is even better than anything the MCU has dared to do lol.,2,2024-11-07 23:18:50,0
@sivakumar.s2559,We can use sets,0,2024-11-07 23:18:50,0
@MProtik,"i have a question.

do i need a set if i can make sure that my list has no duplicate..??
it is basically just a list with no duplicate

love from Bangladesh",0,2024-11-07 23:18:50,0
@jayneversettle,Prove me wrong: NeetCode is Illuminati who doesn't reveal himself.,0,2024-11-07 23:18:50,0
@DaveThomson,"So  .iterator().next() didn't work, what version of python was this, 2.7? 

I had to go with index = next(iter(self.map[value]))",0,2024-11-07 23:18:50,0
@art4eigen93,"But do you know how to check if a given string is a palindrome?
:p




P.S. Collab that everyone deserves.",3,2024-11-07 23:18:50,0
@obiwankenobi288,"I have a google interview next week, i'm doomed bro",1,2024-11-07 23:18:50,0
@milanthakkar9493,boyalgo and neetcode collab anytime soon? ;)),0,2024-11-07 23:18:50,0
@mutyaluamballa,"Using random.choice on a list with duplicate elements will not result in elements with equal probability, right?? 42:00",0,2024-11-07 23:18:50,0
@SLowe-xi3fq,"whenever i see no duplicates, im thinking use a set",0,2024-11-07 23:18:50,0
@atailihave4506,Thanks!,0,2024-11-07 23:18:51,0
@Nonchalant2023,First 2 minutes and he would get a NH for not being Googley. Googlers will understand :),0,2024-11-07 23:18:51,0
@woeuntous,i think delete function easily can be done with try except. why did he make it so complicated? did i miss something?,0,2024-11-07 23:18:51,0
@deep.space.12,Curious: I always thought of coding interviews to be C-styled (pointers and stuff). Are we allowed to use built-in features for coding interviews? The insert() and remove() functions are basically wrappers over an existing class Set. Might as well extend it and add a getRandom() function...,10,2024-11-07 23:18:51,0
@sybaseguru,"Bizzarre discussions for anything other than trivial data. B-tree type structures allow rapid access to random elements,  easy delete and insert. I wouldnt employ him as he dives straight into coding, rather than thinking of the algorithm and its trade-offs.",0,2024-11-07 23:18:51,0
@tzuilee588,lmao collaborating with Pan!!!,0,2024-11-07 23:18:51,0
@_IMNNO,Sometimes I feel like the only Hispanic that watches these videos.,1,2024-11-07 23:18:51,0
@chito510_,Lmao this guy is hella funny,5,2024-11-07 23:18:51,0
@richardokonicha,his score multiplied by zero for his bad manners,0,2024-11-07 23:18:51,0
@kassimolawale4223,The first one is linked list right,0,2024-11-07 23:18:51,0
@ranjithragul,"46:04 @Neetcode here you shown typical Indian character, I knew almost 75% sure you are an Indian when this video aired.",0,2024-11-07 23:18:51,0
@hxsuhsbshdudgvd,Qualified for Meta？can't imagine how easy it is in previous job market,0,2024-11-07 23:18:51,0
@VikalpShukla-y6y,Half of the time from his face it feels like he is trolling.,0,2024-11-07 23:18:51,0
@tuskiomisham,Get a value with equal probability? just have a round-robin counter :),0,2024-11-07 23:18:51,0
@chilly2171,you don't need to go through the whole least to get a random index omg,0,2024-11-07 23:18:51,0
@aazzrwadrf,clever solution!,0,2024-11-07 23:18:51,0
@numberjuan297,Do another one !,0,2024-11-07 23:18:51,0
@TanjidHossainAmran,Can i use HashSet??,0,2024-11-07 23:18:51,0
@peeper2070,Idk if this is satire or not but it’s quite funny assuming it’s a joke tbh,0,2024-11-07 23:18:51,0
@jimmyding335,"The kid is so hyped up and just went all the way up in your face...... He's not taking this seriously enough to actually be a ""proper mock interview"". He's definitely smart, but he's a bit annoying/insecure......?",0,2024-11-07 23:18:51,0
@yizzy3782,"13:00 cant we just use random.randint(0,len(self.map) and use it as an index to return a random value?",7,2024-11-07 23:18:51,0
@ganzorig5136,korean guy have his own youtube channel ?,0,2024-11-07 23:18:51,0
@IlyesCodes,First 5 mins felt like they switched positions and neetcode is subject to stupid questions,1,2024-11-07 23:18:51,0
@posthocprior,"Not hard. Not easy. The guy doing the interview is unbearably annoying. (I did it in about ten minutes, with pseudocode.)",0,2024-11-07 23:18:51,0
@himalczyk258,"Is this interview for a L3 level ?

Or is this for intern at google?

I'm just wondering, because this question in the pool of all the others, would be just too perfect to get.",2,2024-11-07 23:18:51,0
@jacobnicotra,The autocapitalization,2,2024-11-07 23:18:51,0
@plurisdesign3210,"This is staged, if someone is a beginner here, this is not the train of thoughts you need to follow. The tested guy is not a beginner by any stretch of the imagination. Now; don't get me wrong it is good, realistic and mind shaping but it was staged in a poorly manner. They can simply acknowledge their actual coding level and try to guide viewers in a manner they would have something to learn, otherwise is just theatrics",0,2024-11-07 23:18:51,0
@andreasl.1714,"if you have these values inside an array, could you just get a random number from 0 to array.length and call it a day? (i dont know what is ""equal probability"" and if im missing this point with my solution)",0,2024-11-07 23:18:51,0
@blang1,So I'm 6 minutes in and know that I have no clue what this dude is talking about in terms of equal probability yet know that I could totally hammer out the rest of the class and generate random numbers.  I wonder if the equal probability part would tank me.,0,2024-11-07 23:18:51,0
@mj-lc9db,"Lol this is where java/C#/C++ wins, if i do this in python id be confused also",2,2024-11-07 23:18:52,0
@gamemoves2415,A class only has methods not functions though,1,2024-11-07 23:18:52,0
@infinitygod5379,"well well well, what do we have here? neetcode now socializing?",0,2024-11-07 23:18:52,0
@ivanjuarez6505,I’m a cs major but I feel like it won’t cut it when I graduate. I want to learn more. Can someone recommend websites to learn from? Thank you,0,2024-11-07 23:18:52,0
@sadboi3002,"HashMap!
That's my brother",0,2024-11-07 23:18:52,0
@TheAxeForgetsTheTreeRemembers,In 3 minutes he already raised enough red flags that I would not hire him whatever his skills.,18,2024-11-07 23:18:52,0
@eneskursadyasar5393,"So you can say to a interviewer ""Let me ask you a question?"". It's funny go next.",0,2024-11-07 23:18:52,0
@anzcnam6680,Do I need DSA if I want to be a web developer,0,2024-11-07 23:18:52,0
@zhouwang2123,33:03:  collections dot defaultd..k??? I may have my bad listening...,0,2024-11-07 23:18:52,0
@screamour,33:19 is me when I don't know what I'm doing,0,2024-11-07 23:18:52,0
@jonelbarrientos7057,it looks like hes the interviewer in 4:00,2,2024-11-07 23:18:52,0
@shivanshsood6611,why is he making that GigaChad face again and again,0,2024-11-07 23:18:52,0
@Nk_Lifestyle1,"Lol, as soon as i see frying , I had to click this video",0,2024-11-07 23:18:52,0
@binayakpurohit,"But he cheated tho and used improper language and his body language told us he is not serious at all, those are kind of thing you get rejected for",0,2024-11-07 23:18:52,0
@AnandKumar-kz3ls,bro i'm here to see your face,1,2024-11-07 23:18:52,0
@haseebqureshi2291,"Interviewer : Ok, one last question ?
He : 42:14",0,2024-11-07 23:18:52,0
@yli8888,What’s the white thing in Pen’s nose? I hope his real world interviewers did not see this episode -,0,2024-11-07 23:18:52,0
@ivyho3234,17:51 the way he high-fived himself,0,2024-11-07 23:18:52,0
@АлександрКрестинский-м5д,"Hi, your video about algoritms it's realy box with useful information. Require or not CS or math degree from a top university in America or Europe for hire up in google? Or it's possible for everyone who from poor country and finished regular college and learn algoritms? I'm from Kazakstan and i finished regular college after college i got a job  and now i work in IT but my sallary suck. I study english and doing pet projects. Now i decided dive deep into the algoritms and computer scines. What's your degree? If it's not a secret.",0,2024-11-07 23:18:52,0
@sandipkadam8622,"I ask the same question to ChatGpt, it gives me code with in 10 second",0,2024-11-07 23:18:52,0
@lukecronquist6003,Dunno why he'd want to actively become a psychopath working for 'meta' but ok,0,2024-11-07 23:18:52,0
@chhavijoshi5778,Hello sir. Hero is giving jobs and internships through  Hero Campus Challenge (Season 8). Please tell us details about that also sir in a video.,0,2024-11-07 23:18:52,0
@thecunningcreator6679,Wait this is the pear ai dude,0,2024-11-07 23:18:52,0
@YT.Nikolay,"Wooow, nice!",0,2024-11-07 23:18:52,0
@parshuram3272,yes but logic matters  i think,0,2024-11-07 23:18:52,0
@metax73,"I'm assuming it's just for entertainment here, but the sassiness in an actual interview would definitely be a no hire. A huge part of the interview is figuring out if you're someone they would like to work with. Humor is a huge plus, but complaining about google docs and saying ""I already knew that"" to a hint when it sounded like you didn't, would be an instant no.",4,2024-11-07 23:18:52,0
@AnonYmous-yu6hv,why does he talk so slowly and emphasising words like that?,0,2024-11-07 23:18:52,0
@NitinSinghMinVlogs,are all meta dev asian?,0,2024-11-07 23:18:52,0
@littleboy8141,This is clearly a no-hire. the coding speed is very slow not really professional . There are too many basic question was asked which was very static and acting seems as TC already knows the question before. This is a no-hire with my opinion.( as a Meta interviewer),0,2024-11-07 23:18:52,0
@eugenekukhol7552,doesn't the hashmap(set) have an array under the hood? :D,0,2024-11-07 23:18:52,0
@kenkar-oi7ms,"Is this consider ""Easy""  type question",0,2024-11-07 23:18:52,0
@skyacaniadev2229,"In a real interview, can I actually have 45 minutes just on this question?",0,2024-11-07 23:18:53,0
@redcraft612,"7:06 8:08 It's a dictionary, not a hashmap.",0,2024-11-07 23:18:53,0
@DaveThomson,Ouch on the Citadel comment,0,2024-11-07 23:18:53,0
@sproutboot,Why is he speaking like that,1,2024-11-07 23:18:53,0
@ebrobaaood7691,What is the point from updating the last element in the array? i mean it will be deleted anyway,0,2024-11-07 23:18:53,0
@grozoff,I tried to scroll down the code several times while watching this video,0,2024-11-07 23:18:53,0
@mikebolton2342,Technical interviews have become kind of stupid.,0,2024-11-07 23:18:53,0
@kafychannel,nice good job,1,2024-11-07 23:18:53,0
@niti_n_n_itin,LET ME ASK YOU A QUESTION,0,2024-11-07 23:18:53,0
@JoshSmith-sr6ks,lol player man here is such a g,0,2024-11-07 23:18:53,0
@muhammadbaqir3545,hey! NeetCode if there are duplicates isn't our demand of getting uniform number be disturbed? like for 2 duplicates of the same number the probability of that number would be twice. or is it what was intended?,0,2024-11-07 23:18:53,0
@supremoluminary,"can it work to use random.randint(0, set.size) ?",0,2024-11-07 23:18:53,0
@manav____,another fluid kid,1,2024-11-07 23:18:53,0
@eagleeggs3862,"Inclusive , ocd , give me what I want wah",0,2024-11-07 23:18:53,0
@codelinx,The auto caps would distract the hell out of me it was annoying as you are typing.,0,2024-11-07 23:18:53,0
@benjaminacosta4947,29:24 i dont know much of programming but this code breaks so badly,0,2024-11-07 23:18:53,0
@atlasanomalous202,So is it ok to whine and drop the f bomb during an interview? Maybe attitude is what I have been missing all along.,0,2024-11-07 23:18:53,0
@facundolubo,"Couldn't be something like this?:

from random import randrange

class Myclass():
    def __init__(self):
        self.__my_set = set()
        self.__my_list = []  # Initialize my_list as an empty list
        self.__length = 0
        self.__altered = False
        
    def add(self, value: int) -> None:
        self.__my_set.add(value)
        self.__altered = True
    
    def remove(self, value: int) -> None:
        self.__my_set.discard(value)
        self.__altered = True

    @staticmethod
    def calc_len(my_set):
        return len(my_set)
    
    @staticmethod
    def create_list(my_set):
        return list(my_set)
        
    def get_random(self) -> int:
        if not self.__altered and self.__length == 0:  # Check if length is 0 to avoid 
            return None
        elif self.__altered:
            self.__length = self.calc_len(self.__my_set)
            self.__my_list = self.create_list(self.__my_set)
            return self.__my_list[randrange(self.__length)]
        else:
            return self.__my_list[randrange(self.__length)]",0,2024-11-07 23:18:53,0
@kartheekpawar7580,I was getting ocd for the capitals too,0,2024-11-07 23:18:53,0
@r.macedo3612,"13:19

Just find a random index...",0,2024-11-07 23:18:53,0
@b3arwithm3,This guy looks like a pita to work with.,0,2024-11-07 23:18:53,0
@gingeri-d7l,is this real or stage?,0,2024-11-07 23:18:53,0
@amosemanuelciocan2524,you can assume,0,2024-11-07 23:18:53,0
@venkatasivavarmasirivuri231,Is he using any other side thing for coding he is always watching side,0,2024-11-07 23:18:53,0
@kashishkavi8416,"""i bet you didn't know that""",0,2024-11-07 23:18:53,0
@jollymusiq,do you know that the person who told you said that if any prophet says what she does in secret that prophet,0,2024-11-07 23:18:53,0
@anshumansharma2251,"Is it me or someone else too, that find pan's behaviour somehow rude?",0,2024-11-07 23:18:53,0
